date,repo,number,title,pr_type,fix_source,issue_number,issue_author,url
2026-07-21,fullsend,5309,"test(#5206): add fork dispatch feature file, cleanup, and docs",test,,,,https://github.com/fullsend-ai/fullsend/pull/5309
2026-07-21,fullsend,5276,feat(repos): preserve SHA pinning during repos upgrade,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5276
2026-07-21,fullsend,5275,feat(#5271): include private repos in repos.yaml glob expansion,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5275
2026-07-21,fullsend,5273,docs(adr): update repos-management plan to reflect all PRs merged,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5273
2026-07-21,fullsend,5267,docs(#5266): add review autonomy evidence tracking document,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5267
2026-07-21,fullsend,5237,fix(#5193): pin Claude Code version in sandbox Containerfile,fix,core,5193,maruiz93,https://github.com/fullsend-ai/fullsend/pull/5237
2026-07-21,fullsend,5234,docs: annotate ADR 0046 with allowed_ips validation results,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5234
2026-07-21,fullsend,5218,docs: Clean up bits around GH Agentic Workflows,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5218
2026-07-21,fullsend,5131,fix(#2569): add 422 fallback for review inline comment failures,fix,bot,2569,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/5131
2026-07-21,fullsend,5130,feat(#5027): add custom robots.txt and llms.txt for AI bot access,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5130
2026-07-21,fullsend,4049,feat(#4026): support disabling agents via config.yaml enabled field,feat,,,,https://github.com/fullsend-ai/fullsend/pull/4049
2026-07-21,fullsend,3065,docs(problems): add error recovery and retry mechanics to cross-run-memory,docs,,,,https://github.com/fullsend-ai/fullsend/pull/3065
2026-07-21,fullsend,3063,docs(problems): add graduated approval policy problem doc,docs,,,,https://github.com/fullsend-ai/fullsend/pull/3063
2026-07-21,fullsend,2434,fix(#2432): retry merge on 409 after updating PR branch,fix,core,2432,ralphbean,https://github.com/fullsend-ai/fullsend/pull/2434
2026-07-22,fullsend,5474,fix(#5460): restore permissions before removing read-only download dir,fix,bot,5460,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/5474
2026-07-22,fullsend,5468,fix(#5464): prevent double-v prefix in repos init fallback ref,fix,core,5464,ggallen,https://github.com/fullsend-ai/fullsend/pull/5468
2026-07-22,fullsend,5457,ci(#5455): stop non-ok-to-test labels cancelling e2e runs,ci,,,,https://github.com/fullsend-ai/fullsend/pull/5457
2026-07-22,fullsend,5454,docs(e2e): document behaviour pool mint enroll for test-repo-01..12,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5454
2026-07-22,fullsend,5447,feat(#5431): add WASM net/http host bridge for Cloudflare Worker,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5447
2026-07-22,fullsend,5435,docs(#5434): add bot identities section to AGENTS.md,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5435
2026-07-22,fullsend,5430,chore(deps): update actions/checkout action to v7.0.1,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5430
2026-07-22,fullsend,5429,ci(#2495): add fullsend bot actors to e2e trusted bot list,ci,,,,https://github.com/fullsend-ai/fullsend/pull/5429
2026-07-22,fullsend,5418,chore(deps): update registry.access.redhat.com/ubi10/ubi docker digest to ab7e7c8,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5418
2026-07-22,fullsend,5410,chore(deps): update registry.access.redhat.com/ubi10/go-toolset docker digest to cb86a7f,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5410
2026-07-22,fullsend,5269,docs(#5268): add review autonomy evidence tracking document,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5269
2026-07-22,fullsend,5203,docs: annotate ADR-0027 with post-v2.1.119 corrections,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5203
2026-07-23,fullsend,5543,docs(#5542): add concurrency testing guidance to Go contributing guide,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5543
2026-07-23,fullsend,5540,fix(#5377): retry agent token minting with exponential backoff,fix,bot,5377,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/5540
2026-07-23,fullsend,5534,feat(poll): wire up event router for GitLab cron-polling dispatch,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5534
2026-07-23,fullsend,5531,feat(telemetry): forward OTEL env vars to all managed workflow agents,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5531
2026-07-23,fullsend,5507,docs(#5504): split AGENTS.md into topic-specific docs,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5507
2026-07-23,fullsend,5506,ci(#5503): increase dispatch detection window to 4 minutes,ci,,,,https://github.com/fullsend-ai/fullsend/pull/5506
2026-07-23,fullsend,5502,ci(e2e): split ok-to-test label trigger into caller workflows,ci,,,,https://github.com/fullsend-ai/fullsend/pull/5502
2026-07-23,fullsend,5501,test(#5494): fold fork-PR issue-harness negative into fork-label positive,test,,,,https://github.com/fullsend-ai/fullsend/pull/5501
2026-07-23,fullsend,5500,test(#5495): fold wrong-label negative into issue-label positive scenario,test,,,,https://github.com/fullsend-ai/fullsend/pull/5500
2026-07-23,fullsend,5499,test(#5491): merge triage sufficient + sandbox URL-block scenarios,test,,,,https://github.com/fullsend-ai/fullsend/pull/5499
2026-07-23,fullsend,5498,test(#5493): fold PR-to-issue negative into PR-label positive scenario,test,,,,https://github.com/fullsend-ai/fullsend/pull/5498
2026-07-23,fullsend,5497,feat(#5492): skip negative harness settle when positive wait elapsed,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5497
2026-07-23,fullsend,5489,ci(behaviour): lazy create+install in Given the enrolled test repository,ci,,,,https://github.com/fullsend-ai/fullsend/pull/5489
2026-07-23,fullsend,5488,test(#5484): verify shared drivers are race-free under concurrent Clone,test,,,,https://github.com/fullsend-ai/fullsend/pull/5488
2026-07-23,fullsend,5487,chore(deps): update cloudflare-workers,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5487
2026-07-23,fullsend,5486,fix(#5485): move RepoPool.Release channel send inside mutex,fix,core,5485,ifireball,https://github.com/fullsend-ai/fullsend/pull/5486
2026-07-23,fullsend,5482,ci(#5481): add mint-cf-worker-test workflow and stub Make target,ci,,,,https://github.com/fullsend-ai/fullsend/pull/5482
2026-07-23,fullsend,5473,"fix(#5470): prefer direct push for write-access users, detect gitlint, suppress self-dispatch",fix,core,5470,ggallen,https://github.com/fullsend-ai/fullsend/pull/5473
2026-07-23,fullsend,5471,chore(deps): update registry.access.redhat.com/ubi10/go-toolset docker digest to 50899ce,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5471
2026-07-23,fullsend,5467,fix(#5421): authorize stop-fix via collaborator permission API,fix,bot,5421,redhat-chai-bot,https://github.com/fullsend-ai/fullsend/pull/5467
2026-07-23,fullsend,5459,docs(#5458): document full mintcore file lifecycle in AGENTS.md,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5459
2026-07-23,fullsend,5444,refactor(#5438)!: per-scenario World in context + in-process repo lease pool,other,,,,https://github.com/fullsend-ai/fullsend/pull/5444
2026-07-23,fullsend,5428,"refactor(#5080): remove DirConfig, unexport raw config structs",other,,,,https://github.com/fullsend-ai/fullsend/pull/5428
2026-07-23,fullsend,5427,feat(#5344): add CF Worker adapter and Wrangler config for mint,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5427
2026-07-23,fullsend,5424,docs(cli): update --fullsend-dir help text from stale layout phrasing,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5424
2026-07-23,fullsend,5423,docs(#5422): add yq/jq pitfalls and fail-open gate severity guidance,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5423
2026-07-23,fullsend,5404,docs(#5402): add CEL trigger / normalized-event guidance,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5404
2026-07-23,fullsend,5328,docs(#5311): add ADR 0073 for named mint privilege levels,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5328
2026-07-23,fullsend,5308,docs(#5307): add interface documentation sync rule and enforcing hook,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5308
2026-07-23,fullsend,3193,feat(scaffold): add GitLab CI/CD pipeline templates,feat,,,,https://github.com/fullsend-ai/fullsend/pull/3193
2026-07-24,fullsend,5584,fix(#5583): allow unauthenticated GitHub API calls in agents-repo fallback,fix,core,5583,ggallen,https://github.com/fullsend-ai/fullsend/pull/5584
2026-07-24,fullsend,5577,chore(deps): update experiments digest to f02b681,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5577
2026-07-24,fullsend,5576,fix(#5574): generalize auth gate to ACTOR_ID for issue events,fix,core,5574,ggallen,https://github.com/fullsend-ai/fullsend/pull/5576
2026-07-24,fullsend,5561,docs(#5560): align suite-timeout authorization scope,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5561
2026-07-24,fullsend,5559,chore: update fullsend shim workflow,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5559
2026-07-24,fullsend,5555,fix(#5554): make UpdateCIVariable upsert and merge poll scaffold jobs,fix,core,5554,ggallen,https://github.com/fullsend-ai/fullsend/pull/5555
2026-07-24,fullsend,5549,docs(#5548): fix stale FULLSEND_DIR description in eval script,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5549
2026-07-24,fullsend,5538,chore(deps): update registry.access.redhat.com/ubi10/go-toolset docker digest to 1a62218,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5538
2026-07-24,fullsend,5527,docs(agents): forbid unsolicited e2e suite timeout bumps,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5527
2026-07-24,fullsend,5478,fix(#5475): close stale scaffold PRs when switching install modes,fix,core,5475,ggallen,https://github.com/fullsend-ai/fullsend/pull/5478
2026-07-24,fullsend,5469,fix(#5465): discover mint URL from org variable for per-org repos,fix,core,5465,ggallen,https://github.com/fullsend-ai/fullsend/pull/5469
2026-07-24,fullsend,5425,refactor(harness): remove scaffold agent fallback infrastructure,other,,,,https://github.com/fullsend-ai/fullsend/pull/5425
2026-07-24,fullsend,5395,fix(#5393): defer validation until all retry iterations complete,fix,bot,5393,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/5395
2026-07-24,fullsend,5306,fix(#5305): resolve child skills and scripts via SourceURL after base composition,fix,bot,5305,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/5306
2026-07-24,fullsend,5192,fix(#5074): add preflight dependency check for validation_loop scripts,fix,bot,5074,redhat-chai-bot,https://github.com/fullsend-ai/fullsend/pull/5192
2026-07-25,fullsend,5600,docs(#5599): add repo management guide,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5600
2026-07-25,fullsend,5596,feat(repos): add mint verification pre-flight to repos upgrade,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5596
2026-07-25,fullsend,5595,fix(#5593): log per-repo skip reasons in repos upgrade output,fix,core,5593,ggallen,https://github.com/fullsend-ai/fullsend/pull/5595
2026-07-25,fullsend,5591,fix(#5590): verify all install components before skipping,fix,core,5590,ggallen,https://github.com/fullsend-ai/fullsend/pull/5591
2026-07-26,fullsend,5617,feat(#5616): make repos tool forge-aware for multi-forge manifest support,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5617
2026-07-26,fullsend,5604,fix(#5603): warn when --repo filter matches no manifest entries,fix,core,5603,ggallen,https://github.com/fullsend-ai/fullsend/pull/5604
2026-07-26,fullsend,5602,docs(#5601): fill repos documentation gaps,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5602
2026-07-27,fullsend,5643,feat(#5642)!: require --forge flag for repos init and add,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5643
2026-07-27,fullsend,5636,ci(#5441): enable parallel godog concurrency (default 12),ci,,,,https://github.com/fullsend-ai/fullsend/pull/5636
2026-07-27,fullsend,5635,docs(#5585): add SECURITY.md for vulnerability reporting,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5635
2026-07-27,fullsend,5625,refactor(#5607): add parent fallback chain to perRepoConfig,other,,,,https://github.com/fullsend-ai/fullsend/pull/5625
2026-07-27,fullsend,5624,chore(deps): update dependency svelte to v5.56.8,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5624
2026-07-27,fullsend,5623,feat(#5620): support mixed-forge manifests with per-repo client resolution,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5623
2026-07-27,fullsend,5622,fix(#5621): fall back to PR env vars for work item resolution,fix,core,5621,ascerra,https://github.com/fullsend-ai/fullsend/pull/5622
2026-07-27,fullsend,5615,feat(#5345): add Cloudflare platform mode to mint deploy,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5615
2026-07-27,fullsend,5614,test(#5440)!: delete fork repos after scenario in CleanupScenario,test,,,,https://github.com/fullsend-ai/fullsend/pull/5614
2026-07-27,fullsend,5610,ci: skip site build when no site files changed,ci,,,,https://github.com/fullsend-ai/fullsend/pull/5610
2026-07-27,fullsend,5605,chore(deps): update dependency prettier to v3.9.6,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5605
2026-07-27,fullsend,5587,docs(#5586): add security guidance for destructive forge operations,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5587
2026-07-27,fullsend,5567,fix(#5566): surface full API error details on 422 failures,fix,core,5566,rh-hemartin,https://github.com/fullsend-ai/fullsend/pull/5567
2026-07-27,fullsend,5546,docs(#5544): add forge operational constraints to behaviour testing guide,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5546
2026-07-27,fullsend,5532,docs(#5426): add CEL trigger and dispatch guidance to BYOA guide,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5532
2026-07-27,fullsend,5523,docs(#5521): add CI workflow conventions guide,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5523
2026-07-27,fullsend,5462,docs(#4886): label deprecated features in user documentation,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5462
2026-07-27,fullsend,5340,fix(#5339): skip disabled workflows gracefully in per-org dispatch,fix,bot,5339,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/5340
2026-07-28,fullsend,5693,fix(#5045): use LoadWithBase for dispatch harness enumeration,fix,bot,5045,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/5693
2026-07-28,fullsend,5682,refactor(#5668): remove dead scaffold functions and make lock config-aware,other,,,,https://github.com/fullsend-ai/fullsend/pull/5682
2026-07-28,fullsend,5661,fix(#5660): preserve roles: [] through per-repo YAML marshal roundtrip,fix,core,5660,ifireball,https://github.com/fullsend-ai/fullsend/pull/5661
2026-07-28,fullsend,5658,chore(deps): update dependency svelte-check to v4.7.4,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5658
2026-07-28,fullsend,5655,test(#1160): add retro and prioritize roles to mint test defaults,test,,,,https://github.com/fullsend-ai/fullsend/pull/5655
2026-07-28,fullsend,5654,test(#3733): add fork PR bash-routing smoke scenario,test,,,,https://github.com/fullsend-ai/fullsend/pull/5654
2026-07-28,fullsend,5652,feat(#5608): load config.base.yaml as base layer in parent chain,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5652
2026-07-28,fullsend,5651,docs(#5609): document per-field layered merge semantics,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5651
2026-07-28,fullsend,5647,chore(deps): bump google.golang.org/grpc to v1.82.1,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5647
2026-07-28,fullsend,5646,docs(problems): sharpen gh-aw comparison in platform-nativeness,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5646
2026-07-28,fullsend,5645,chore(deps): update registry.access.redhat.com/ubi10/go-toolset docker digest to 2504bf2,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5645
2026-07-28,fullsend,5640,perf(#1163): cache ADC TokenSource via sync.Once in gcp.Client,perf,,,,https://github.com/fullsend-ai/fullsend/pull/5640
2026-07-28,fullsend,5588,refactor(scaffold)!: delete agent files from scaffold embed,other,,,,https://github.com/fullsend-ai/fullsend/pull/5588
2026-07-28,fullsend,5407,test(#3928): add behaviour scenarios for URL-sourced harness dispatch,test,,,,https://github.com/fullsend-ai/fullsend/pull/5407
2026-07-29,fullsend,5738,ci(#5733): pin podman to 4.x to avoid crun incompatibility,ci,,,,https://github.com/fullsend-ai/fullsend/pull/5738
2026-07-29,fullsend,5737,feat(#4718): add pre-script output protocol to fullsend run,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5737
2026-07-29,fullsend,5729,fix(#5722): inject FULLSEND_OUTPUT_SCHEMA into post-script env,fix,core,5722,ggallen,https://github.com/fullsend-ai/fullsend/pull/5729
2026-07-29,fullsend,5728,chore(#5721): scope ty pre-commit hook to changed files,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5728
2026-07-29,fullsend,5713,feat(#5712)!: add forge URL fields to repos.yaml manifest,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5713
2026-07-29,fullsend,5711,docs: align guide language with configured/derived/custom taxonomy,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5711
2026-07-29,fullsend,5704,feat(#5630): add scoped search filters to docs site,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5704
2026-07-29,fullsend,5702,chore(deps): update renovatebot/github-action action to v46.1.21,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5702
2026-07-29,fullsend,5701,fix(#5700): move mint config into per-forge section in repos.yaml,fix,core,5700,ggallen,https://github.com/fullsend-ai/fullsend/pull/5701
2026-07-29,fullsend,5699,test(#5695): add dispatch continuation tests for integrity failures,test,,,,https://github.com/fullsend-ai/fullsend/pull/5699
2026-07-29,fullsend,5698,test(#5671): poll fork default branch before proceeding,test,,,,https://github.com/fullsend-ai/fullsend/pull/5698
2026-07-29,fullsend,5688,fix(#3640): directory-level fetching for pre/post scripts,fix,bot,3640,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/5688
2026-07-29,fullsend,5678,docs(#5677): replace ASCII box table with markdown table,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5678
2026-07-29,fullsend,5676,docs(#5675): add require-vs-assert goroutine rule to Go guide,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5676
2026-07-29,fullsend,5663,docs(agents): prefer go run for fullsend CLI,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5663
2026-07-29,fullsend,5557,refactor(#5556): replace GitLab bridge job with API-triggered dispatch,other,,,,https://github.com/fullsend-ai/fullsend/pull/5557
2026-07-29,fullsend,5472,fix(dispatch): label-aware concurrency prevents routing-label cancellation,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/5472
2026-07-30,fullsend,5773,fix(#5572): add HMAC signing for API-triggered dispatch variables,fix,core,5572,ggallen,https://github.com/fullsend-ai/fullsend/pull/5773
2026-07-30,fullsend,5771,refactor(#5766)!: remove GCP provisioning from repos commands,other,,,,https://github.com/fullsend-ai/fullsend/pull/5771
2026-07-30,fullsend,5767,chore(deps): update actions/setup-node action to v6.5.0,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5767
2026-07-30,fullsend,5764,"docs(#5762): add missing status flags, manifest fields, and init examples",docs,,,,https://github.com/fullsend-ai/fullsend/pull/5764
2026-07-30,fullsend,5749,fix(#5731): use github-releases datasource for OpenShell,fix,core,5731,rh-hemartin,https://github.com/fullsend-ai/fullsend/pull/5749
2026-07-30,fullsend,5748,chore(deps): update registry.access.redhat.com/ubi10/go-toolset docker digest to eb73c75,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5748
2026-07-30,fullsend,5747,"refactor(#5745)!: move GitHub fields to forge.github, remove per-repo overrides",other,,,,https://github.com/fullsend-ai/fullsend/pull/5747
2026-07-30,fullsend,5743,fix(#5742): pin podman to 5.8.4 (matching the image) with a verified static bundle,fix,core,5742,ifireball,https://github.com/fullsend-ai/fullsend/pull/5743
2026-07-30,fullsend,5741,docs(#5740): add forge URL flag coverage and update docs for schema changes,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5741
2026-07-30,fullsend,5739,fix(#4718)!: remove inline pre-script calls and scaffold script copies,fix,core,4718,rh-hemartin,https://github.com/fullsend-ai/fullsend/pull/5739
2026-07-30,fullsend,5732,fix(#5716): fail fast on concluded harness workflow failures,fix,core,5716,ifireball,https://github.com/fullsend-ai/fullsend/pull/5732
2026-07-30,fullsend,5730,fix(deps): update module github.com/knights-analytics/hugot to v0.7.6,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/5730
2026-07-30,fullsend,5719,test(#5715): commit agent fixtures when registering local custom harness,test,,,,https://github.com/fullsend-ai/fullsend/pull/5719
2026-07-30,fullsend,5709,fix(#5672): increase IAM retry budget with exponential backoff and jitter,fix,core,5672,ifireball,https://github.com/fullsend-ai/fullsend/pull/5709
2026-07-30,fullsend,5683,chore: link threat model from SECURITY.md,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5683
2026-07-30,fullsend,5681,chore(deps): update registry.access.redhat.com/ubi10/ubi docker digest to 864f6b9,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5681
2026-07-30,fullsend,5673,docs(#5670): add fixture authoring section to behaviour-testing guide,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5673
2026-07-30,fullsend,5628,fix(#5627): wire dispatched_count output in dispatch.yml,fix,bot,5627,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/5628
2026-07-30,fullsend,5442,fix(#5436): move header config to user-edited YAML file,fix,core,5436,rh-hemartin,https://github.com/fullsend-ai/fullsend/pull/5442
2026-07-30,fullsend,5413,docs(#3862): remove ADR links from user-facing documentation,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5413
2026-07-30,fullsend,4075,docs(#4071): broaden workflow sync guidance to cover secret/input threading,docs,,,,https://github.com/fullsend-ai/fullsend/pull/4075
2026-07-31,fullsend,5790,docs(#5789): add stdout contamination pattern to shell-scripting guide,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5790
2026-07-31,fullsend,5786,test(#5785): add permissions assertions to shim template tests,test,,,,https://github.com/fullsend-ai/fullsend/pull/5786
2026-07-31,fullsend,5783,chore(deps): update registry.access.redhat.com/ubi10/go-toolset docker digest to 11eae1d,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5783
2026-07-31,fullsend,5782,fix(#5706): add bot carve-out to review dispatch path,fix,bot,5706,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/5782
2026-07-31,fullsend,5781,feat(#5780)!: per-repo manifest overrides and install-time GCP creds,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5781
2026-07-31,fullsend,5752,refactor(#5696): scope shim permissions to dispatch job,other,,,,https://github.com/fullsend-ai/fullsend/pull/5752
2026-07-31,fullsend,5357,fix(version)!: resolve CLI version from reusable workflow ref,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/5357
2026-07-31,fullsend,5164,"feat(#5161): analyze-transcript audit subcommand, telemetry detection, HTTP filtering",feat,,,,https://github.com/fullsend-ai/fullsend/pull/5164
2026-08-01,fullsend,5816,"feat(#5815): add repos migrate command, remove repos init",feat,,,,https://github.com/fullsend-ai/fullsend/pull/5816
2026-08-01,fullsend,5813,"feat(#5812): add set-default, secret reuse, remove inference_region and deprecated fields",feat,,,,https://github.com/fullsend-ai/fullsend/pull/5813
2026-08-01,fullsend,5807,feat(#5806): consolidate repos commands from 9 to 4,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5807
2026-08-02,fullsend,5839,feat(#5835): bootstrap manifest when file does not exist,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5839
2026-08-02,fullsend,5823,fix(#5822): carry over org config fields during repos migrate,fix,core,5822,ggallen,https://github.com/fullsend-ai/fullsend/pull/5823
2026-08-02,fullsend,5821,docs(#5820): fix repos management documentation gaps,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5821
2026-08-03,fullsend,5868,docs: add base: composition and deprecated customized/ to glossary,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5868
2026-08-03,fullsend,5865,chore(deps): update docker/setup-buildx-action action to v4.2.0,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5865
2026-08-03,fullsend,5859,feat(#5858): add Policy field to ForgeConfig,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5859
2026-08-03,fullsend,5853,fix(#5852): scope harness wait/count/absent to agent's job,fix,core,5852,ifireball,https://github.com/fullsend-ai/fullsend/pull/5853
2026-08-03,fullsend,5847,chore(deps): update registry.access.redhat.com/ubi10/ubi docker digest to 9ae6ff5,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5847
2026-08-03,fullsend,5845,feat(#5844): make repos install/uninstall the single path for GitLab,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5845
2026-08-03,fullsend,5840,chore(deps): update docker/login-action action to v4.6.0,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5840
2026-08-03,fullsend,5837,fix(#5832): strip OIDC credentials from user-controlled environments,fix,core,5832,ifireball,https://github.com/fullsend-ai/fullsend/pull/5837
2026-08-03,fullsend,5826,feat(mint)!: harden repos scope against cross-repo minting,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5826
2026-08-03,fullsend,5825,chore(deps): update dependency typescript-eslint to v8.65.0,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5825
2026-08-03,fullsend,5819,docs(#5818): add guidance for doc cleanup on feature removal,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5819
2026-08-03,fullsend,5814,chore(deps): update dependency globals to v17.9.0,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5814
2026-08-03,fullsend,5809,chore(deps): update dependency eslint-plugin-svelte to v3.22.0,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5809
2026-08-03,fullsend,5801,chore(deps): update dependency eslint to v10.8.0,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5801
2026-08-03,fullsend,5798,docs(adr): add ADR 0080 and 0081 for config.yaml vs. agent env scope,docs,,,,https://github.com/fullsend-ai/fullsend/pull/5798
2026-08-03,fullsend,5787,chore: update fullsend shim workflow,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5787
2026-08-03,fullsend,5778,feat: add experimental Jira poll input driver,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5778
2026-08-03,fullsend,5763,fix(#5761): resolve source dir before dry-run output,fix,core,5761,ifireball,https://github.com/fullsend-ai/fullsend/pull/5763
2026-08-03,fullsend,5639,feat(#5631)!: make --preview accept alias for real Wrangler preview upload,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5639
2026-08-03,fullsend,5638,fix(#1165): accumulate errors in uninstallOIDC instead of returning early,fix,core,1165,ifireball,https://github.com/fullsend-ai/fullsend/pull/5638
2026-08-03,fullsend,5637,fix(#1162): validate project ID format in StoreAgentPEM,fix,core,1162,ifireball,https://github.com/fullsend-ai/fullsend/pull/5637
2026-08-03,fullsend,5589,chore(deps): update dependency @anthropic-ai/claude-code to v2.1.220,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5589
2026-08-04,fullsend,5915,fix(#5913): stop mint enroll from granting Vertex AI access,fix,core,5913,waynesun09,https://github.com/fullsend-ai/fullsend/pull/5915
2026-08-04,fullsend,5906,feat(#5831)!: require non-empty repos field on mint requests,feat,,,,https://github.com/fullsend-ai/fullsend/pull/5906
2026-08-04,fullsend,5898,fix(#5896): set FULLSEND_WIF_PROVIDER and store bot token in Secret Manager,fix,core,5896,ggallen,https://github.com/fullsend-ai/fullsend/pull/5898
2026-08-04,fullsend,5893,fix(#5892): apply per-org scope for dual-enrolled callers,fix,core,5892,ifireball,https://github.com/fullsend-ai/fullsend/pull/5893
2026-08-04,fullsend,5878,chore(deps): update experiments digest to 3e3f4df,chore,,,,https://github.com/fullsend-ai/fullsend/pull/5878
